sentence,emotion
I tend to steer clear of those situations whenever possible.,avoiding
"His words were like a sharp pen slashing through the page, leaving a trail of broken thoughts in their wake.",crossed out
The sinking feeling in the pit of my stomach grew stronger with each passing moment.,awful
"Such injustice cannot be tolerated, and swift action must be taken to address this egregious violation of rights.",outraged
"The pungent stench wafted from the trash can, causing my stomach to turn.",disgust
"The sight of the spoiled food made her quickly step back, wrinkling her nose in distaste.",repelled
"I find myself wavering between two uncertain paths, unsure of which to choose.",hesitant
"The sight and smell twisted my stomach, sending waves of discomfort through me.",nauseated
The sight before me left me questioning humanity's decency and compassion.,appalled
The mere thought of their presence fills me with an overwhelming urge to retreat.,detest
His shifting gaze and fidgeting hands hinted at his unease in the tense atmosphere.,uncomfortable
The way they handled the situation speaks volumes about their true character.,judgemental
The mere thought of having to endure another moment in their presence fills me with an overwhelming sense of repulsion.,loathing
She carefully steered clear of any mention of that sensitive topic during the conversation.,avoiding
"Her apology fell on deaf ears, the once cherished bond now resembling a tattered manuscript of crossed-out promises.",crossed out
"The situation left a heavy, suffocating weight on my chest.",awful
I cannot believe such blatant disregard for common decency would be tolerated!,outraged
"The repugnant smell wafted from the dumpster, making my stomach turn.",disgust
The sight made me quickly avert my gaze and take a step back.,repelled
"He stood at the edge of the diving board, silently weighing the plunge.",hesitant
The pungent scent and greasy texture of the food left a queasy feeling in my stomach.,nauseated
The sight before me filled me with an overwhelming sense of disbelief and disbelief.,appalled
The mere thought of that person's presence sends shivers down my spine.,detest
"The heavy silence lingered between them, filling the air with tension and unease.",uncomfortable
The choice you made certainly raises some eyebrows.,judgemental
The mere thought of encountering that repugnant individual fills me with an overwhelming sense of disgust.,loathing
She always found a way to slip through the gaps just when the conversation turned uncomfortable.,avoiding
"She carefully penned a note, only to see it obliterated by a thick, black line.",crossed out
"The weight of dread pressed heavily on her chest, casting a shadow over every thought.",awful
I cannot believe the flagrant disregard for justice and decency displayed in that decision.,outraged
The foul smell made my stomach turn and my skin crawl.,disgust
"The sight of the decaying, foul-smelling substance made her quickly turn away and cover her nose.",repelled
"She took a step forward, then hesitated, unsure if she should continue.",hesitant
The pungent stench wafting from the garbage can made my stomach churn uncomfortably.,nauseated
The sight before me twisted my stomach and left me with a gasp of disbelief.,appalled
The mere thought of that person fills me with an overwhelming desire to keep my distance.,detest
"Their eyes met briefly, but the silence that followed felt heavy and awkward, filling the room with tension.",uncomfortable
Her raised eyebrows and pursed lips spoke volumes about her thoughts on the situation.,judgemental
The mere thought of it makes my skin crawl and my stomach turn.,loathing
I prefer to keep my distance and steer clear of any potential confrontations.,avoiding
"With a single, firm stroke, the marker slashed through the careless mistake on the paper.",crossed out
"The feeling of dread took hold, weighing heavily in the pit of your stomach.",awful
I cannot believe such blatant disrespect and disregard for common decency!,outraged
"The putrid smell wafted through the room, making my stomach turn with unease.",disgust
The sight before me made my skin crawl and my stomach churn.,repelled
"I'm not entirely sure if this is the right decision to make, but perhaps we should consider other options first.",hesitant
The pungent smell mixed with the sight of decaying food made my stomach churn uncomfortably.,nauseated
The sight before me made my stomach churn and my breath catch in disbelief.,appalled
"Every time I think about it, my whole being recoils in disgust and anger.",detest
"The awkward silence lingered heavily in the room, making everyone fidget in their seats.",uncomfortable
"The choice you made seems rather curious, doesn't it?",judgemental
"Every time I think of that person, my whole being shudders with disgust and resentment.",loathing
I find ways to sidestep certain situations or individuals whenever possible.,avoiding
The original plan lay beneath a tangle of unwelcome revisions.,crossed out
